longitude,HumanDistance,EleID,Hour,Year,LC_60.0,LC_90.0,LC_30.0,RoadDistance,TimeOfDay,LandCover2,NDVI_normalized,WaterDistance,Month,latitude,Datetime_standard,LC_80.0,Date_parsed,Elevation,LC_50.0,DayOfWeek,Day,LC_40.0,ElephantPresent,LC_20.0,LC_10.0,Name,Season,Protected
80.55102719,873.5974079,621991,12,,0,0,0,1284.455003,Midday,10.0,0.102,1900.871927,,7.95783237,,0,,138.0,0,,,0,1,0,1,Kala,,1
80.56588106,3087.402821,621991,12,2009.0,0,0,0,1951.984528,Midday,10.0,0.0923,2176.802115,12.0,7.991397238,2009-12-06 12:00:00,0,2009-12-06 00:00:00,131.0,0,6.0,6.0,0,1,0,1,Kala,Dry,1
81.7141215,2421.122443,621514,16,,0,0,1,1367.374561,Afternoon,30.0,0.8137,687.5463532,,7.322771544,,0,,7.0,0,,,0,1,0,0,Udani,,0
80.79598688,889.7123463,621998,20,,0,0,1,1692.663024,Evening,30.0,0.8607,3431.533068,,8.093019883,,0,,128.0,0,,,0,1,0,0,Hurululiya,,1
81.36702864875394,7028.675107,0,20,2010.0,0,0,0,4644.916244,Evening,10.0,0.9338,3090.876008,5.0,6.690789105567177,2010-05-05 20:00:00,0,2010-05-05,96.0,0,2.0,5.0,0,0,0,1,Negative,Inter-Monsoon,1
82.92680883464507,2754.937194,0,20,2010.0,0,0,0,143.5193619,Evening,40.0,0.7429,5609.338295,1.0,7.731072191426605,2010-01-09 20:00:00,0,2010-01-09,9.0,0,5.0,9.0,1,0,0,0,Negative,Dry,0
80.07423477,835.9011194,621993,16,,0,0,0,2558.112872,Afternoon,10.0,0.8661,400.7383122,,7.832862525,,0,,54.0,0,,,0,1,0,1,Wira,,0
80.29517021,473.1327295,621994,16,2009.0,0,0,0,557.9336364,Afternoon,10.0,0.8201,402.8855889,12.0,7.976543468,2009-12-10 16:00:00,0,2009-12-10 00:00:00,100.0,0,3.0,10.0,0,1,0,1,Madara,Dry,0
80.02330826916292,1314.614974,0,20,2010.0,0,0,1,894.8593567,Evening,30.0,0.8393,750.2988052,3.0,5.774476806011072,2010-03-07 20:00:00,0,2010-03-07,12.0,0,6.0,7.0,0,0,0,0,Negative,Inter-Monsoon,0
81.08902621266218,1918.786918,0,20,2010.0,0,0,0,1247.537718,Evening,40.0,0.8069,1874.460458,2.0,6.761897007156365,2010-02-08 20:00:00,0,2010-02-08,127.0,0,0.0,8.0,1,0,0,0,Negative,Dry,0
81.19012023,1474.989126,621995,0,2010.0,0,0,0,3002.504384,Night,10.0,0.2689,15571.20362,1.0,8.138507135,2010-01-07 00:00:00,0,2010-01-07 00:00:00,28.0,0,3.0,7.0,0,1,0,1,Soma,Dry,1
80.95037745627495,417.9268672,0,0,2009.0,1,0,0,1115.048663,Night,60.0,0.6874,1011.359446,12.0,5.436808846139427,2009-12-07 00:00:00,0,2009-12-07,10.0,0,0.0,7.0,0,0,0,0,Negative,Dry,0
81.39936106048832,961.332115,0,12,2010.0,0,0,0,238.4170497,Midday,10.0,0.7716,660.8787428,3.0,5.439864246246484,2010-03-07 12:00:00,0,2010-03-07,15.0,0,6.0,7.0,0,0,0,1,Negative,Inter-Monsoon,1
83.08981958508556,351.455844,0,8,2010.0,0,0,0,1070.236594,Early Morning,40.0,0.7758,1675.122865,3.0,7.234204199018782,2010-03-07 08:00:00,0,2010-03-07,10.0,0,6.0,7.0,1,0,0,0,Negative,Inter-Monsoon,0
82.41893242872625,318.8917127,0,20,2009.0,0,0,0,283.3800832,Evening,10.0,0.829,51.41555241,12.0,5.128503732898383,2009-12-10 20:00:00,0,2009-12-10,15.0,0,3.0,10.0,0,0,0,1,Negative,Dry,1
80.32441692113109,1026.059352,0,4,2010.0,0,0,0,2135.451462,Night,10.0,0.812,1069.567373,9.0,7.78342706679797,2010-09-04 04:00:00,0,2010-09-04,144.0,0,5.0,4.0,0,0,0,1,Negative,Inter-Monsoon-2,1
80.07707408,1121.792034,621993,0,,0,0,0,2626.718165,Night,10.0,0.7977,1269.357765,,7.791327374,,0,,38.0,0,,,0,1,0,1,Wira,,0
80.07664369,953.9017711,622000,12,,0,0,0,1738.651375,Midday,10.0,0.8596,1588.290011,,7.822141043,,0,,61.0,0,,,0,1,0,1,Kumari,,0
81.79711652,3175.790544,621513,0,2010.0,0,0,1,2832.228673,Night,30.0,0.6399,9949.000217,3.0,7.288098469,2010-03-10 00:00:00,0,2010-03-10 00:00:00,9.0,0,2.0,10.0,0,1,0,0,Sugala,Inter-Monsoon,0
80.3405746,1465.029122,621994,8,,0,0,0,177.3032691,Early Morning,40.0,0.9074,334.0708134,,8.00392504,,0,,110.0,0,,,1,1,0,0,Madara,,0
83.49087380479622,351.455844,0,8,2010.0,0,0,0,1070.236594,Early Morning,40.0,0.7758,1675.122865,3.0,7.592896252426646,2010-03-03 08:00:00,0,2010-03-03,10.0,0,2.0,3.0,1,0,0,0,Negative,Inter-Monsoon,0
